ID_COMUNE,COMUNE,OBS_VALUE,RESIDENTI,SUPERFICIE (KMQ),DENSITA_POPOLAZIONE,DENSITA_INCIDENTI,INCIDENTI_PRO_CAPITE(1000)
1131,Lemie,2,185,45.6753,4.050329171346439,0.04378734239293448,10.81081081081081
1132,Lessolo,16,1795,7.9366,226.16737645843307,2.0159766146712697,8.913649025069638
1133,Levone,2,429,5.3912,79.57412078943463,0.37097492209526634,4.662004662004662
1134,Locana,17,1382,132.5173,10.428827028621923,0.12828513711039993,12.301013024602026
1135,Lombardore,24,1669,12.7158,131.254030418849,1.8874156561128674,14.37986818454164
1136,Lombriasco,5,1066,7.2096,147.8584110075455,0.6935197514425211,4.690431519699813
1137,Loranzè,0,1149,4.1914,274.13274800782557,0.0,0.0
1139,Luserna San Giovanni,26,7096,17.7414,399.9684354109597,1.4654987768721748,3.6640360766629083
1140,Lusernetta,2,492,7.0398,69.88834910082673,0.2840989800846615,4.065040650406504
1141,Lusigliè,5,547,5.2585,104.02205952267758,0.9508414947228297,9.140767824497258
1142,Macello,4,1151,14.1404,81.39798025515545,0.28287742920992337,3.475238922675934
1143,Maglione,0,413,6.3129,65.42159704731581,0.0,0.0
1144,Marentino,2,1306,11.2593,115.99300134111357,0.17763093620384926,1.5313935681470139
1145,Massello,0,56,38.2587,1.4637193631775258,0.0,0.0
1146,Mathi,41,3795,7.0706,536.7295561904224,5.798659236839872,10.803689064558629
1147,Mattie,4,647,28.6942,22.548110768029776,0.13940099392908673,6.182380216383307
1148,Mazzè,29,4169,27.3424,152.4738135642811,1.0606237930832698,6.9561045814343965
1149,Meana di Susa,5,809,16.5439,48.900198864838394,0.30222619817576263,6.1804697156983925
1150,Mercenasco,12,1283,12.6383,101.51681792646164,0.9494947896473419,9.35307872174591
1152,Mezzenile,2,760,29.0871,26.128421190149584,0.0687590031319726,2.631578947368421
1153,Mombello di Torino,1,383,4.0825,93.8150642988365,0.24494794856093083,2.6109660574412534
1154,Mompantero,4,639,30.3332,21.066026663853467,0.13186871151081983,6.259780907668231
1155,Monastero di Lanzo,1,331,17.6554,18.74780520407354,0.05663989487635511,3.0211480362537766
1156,Moncalieri,662,56319,47.5288,1184.9447072091027,13.928397098180472,11.754470072266908
1157,Moncenisio,6,41,4.5007,9.109694047592596,1.3331259581842825,146.34146341463415
1158,Montaldo Torinese,3,723,4.6567,155.2601627762149,0.6442330405652071,4.149377593360996
1159,Montalenghe,10,985,6.4681,152.28583355235696,1.5460490715975326,10.15228426395939
1160,Montalto Dora,17,3349,7.3567,455.23128576671604,2.310818709475716,5.076142131979695
1161,Montanaro,20,5119,20.9036,244.88604833617174,0.9567729960389597,3.907013088493847
1162,Monteu da Po,15,842,7.3896,113.94392118653244,2.0298798311139983,17.81472684085511
1163,Moriondo Torinese,4,852,6.4895,131.28900531628014,0.6163803066492026,4.694835680751174
1164,Nichelino,531,46512,20.5627,2261.9597620934996,25.823457036284147,11.41640866873065
